116.2944183000,40.0236816000,35466
116.4546814000,39.9066849000,21064
116.3160782000,39.9624557000,35040
116.4180832000,39.9815483000,63409
116.3159714000,39.9639168000,63439
116.3826065000,39.9811401000,63453
116.3503876000,39.9087982000,69994
116.3346405000,39.8868790000,63184
116.4969482000,39.9709854000,63427
116.2888031000,39.9572678000,63304
116.3096313000,39.9443436000,63461
116.3455200000,39.8846283000,63334
116.4441223000,39.9238243000,77408
116.3541794000,39.9665451000,24024
116.4990921000,39.8608055000,20094
116.3502045000,39.9070168000,68142
116.4444351000,39.9589462000,24034
116.2585144000,39.8915710000,66544
116.4155807000,39.9903183000,22714
116.4261017000,39.9533577000,63424
116.3206024000,39.8781052000,63446
116.4205322000,39.9878082000,68394
116.4472733000,39.9557190000,63486
116.4387054000,39.8913040000,63423
116.4213715000,39.8697014000,77411
116.4361267000,39.8924103000,35494
116.4014359000,40.0017738000,37104
116.4441147000,39.9327469000,1146
116.3572998000,39.8975182000,35465
116.4683533000,40.0138359000,69974
116.3782654000,39.8936424000,53024
116.4066315000,40.0432014000,68854
116.3040161000,39.9273567000,26477
116.3416519000,39.9511528000,20794
116.3147507000,39.8895912000,26457
116.3725967000,39.9683266000,22654
116.3964005000,39.8016815000,63284
116.3329010000,39.9687500000,21745
116.3476868000,39.9662514000,63214
116.4326096000,39.8647270000,20034
116.4197159000,39.9327583000,22984
116.4114532000,39.8696632000,22174
116.2684174000,39.9332008000,38654
116.3425140000,39.8639603000,38604
116.4320297000,39.9229927000,38614
116.3343811000,39.9311295000,35493
116.3402176000,39.9661064000,26466
116.3472672000,39.9608650000,22214
116.4519806000,39.9475365000,102684
116.4513321000,39.8203163000,83497
116.3794708000,39.9930420000,93493
116.3376923000,39.9318810000,100094
116.4151230000,39.9923782000,77446
116.3491669000,39.9410248000,93466
116.2990189000,39.8374176000,122411
116.4867554000,39.9752960000,93400
116.3823700000,39.8361397000,93447
116.2585907000,39.8626175000,100549
116.4551163000,39.9027138000,83494
116.3476257000,39.9836197000,100324
116.4284363000,39.9830894000,83499
116.4710922000,39.8847046000,77428
116.3300171000,39.9310951000,93487
116.2783203000,39.8883743000,77417
116.4423828000,39.9835701000,104079
116.3990173000,39.9969101000,83459
116.3923798000,39.9869614000,93470
116.3114014000,39.9098740000,104062
116.4466400000,39.9026337000,83454
116.4637527000,40.0139313000,83460
116.4240646000,39.8922081000,101984
116.3108902000,39.8959351000,83457
116.3261490000,39.7528534000,111446
116.3570633000,39.9861488000,101904
116.4668503000,39.9086189000,95984
116.4790344000,39.9769707000,102034
116.4331360000,39.9481049000,111489
116.2805634000,39.8043633000,101724
116.4113007000,39.9977455000,101954
116.3469009000,39.9722252000,111459
116.4546509000,39.8919945000,95554
116.2713852000,39.8690529000,100624
116.3332901000,39.8911972000,93423
116.3365479000,39.8886414000,101794
116.3680496000,39.8908997000,102574
116.4045181000,39.8704948000,93410
116.3203659000,39.9337654000,111479
116.3848343000,39.9863892000,95304
116.3073196000,39.8466911000,83468
116.3734818000,39.8643646000,100914
116.4537201000,39.8748283000,96734
116.3882675000,39.9808655000,102764
116.3504333000,40.0211983000,104075
116.2995911000,39.9847298000,101894
116.3492050000,39.9920998000,96764
116.3102798000,39.9820671000,95346
116.4166489000,39.8917809000,93461
116.2505569000,39.9281349000,83425
116.3734970000,39.9431915000,101824
116.4012146000,39.9747772000,95549
116.4382858000,39.9440346000,101584
116.3041153000,39.8831367000,96545
116.3370361000,39.9038658000,102974
116.4242477000,39.8664093000,122429
116.3501968000,39.9047966000,111485
116.3365326000,39.9974518000,104028
116.4836197000,39.9504204000,104056
116.3600082000,39.9925232000,93453
116.3394012000,40.0063858000,77419
116.3293610000,39.8886070000,93430
116.4813538000,39.8443947000,68143
116.4274521000,39.9108467000,63415
116.3595581000,39.9810677000,22864
116.2950363000,39.8998184000,26487
116.3997803000,39.9480133000,1143
116.3480301000,39.9853897000,63416
116.4838486000,39.9691200000,63485
116.4874344000,39.8994484000,63482
116.3372574000,39.9664841000,68834
116.3039856000,39.9132309000,63204
116.4285507000,39.9168434000,21594
116.2751083000,39.8675308000,23864
116.3780136000,39.9058266000,35469
116.4308777000,39.9230423000,66834
116.2861633000,39.7807922000,63445
116.3217010000,39.8885994000,37124
116.3236160000,39.9659996000,63234
116.3588409000,39.8335648000,68784
116.4607620000,39.9464989000,63440
116.4332962000,39.9665184000,69149
116.4086685000,39.8416595000,20284
116.4346695000,39.9855576000,22974
116.3982925000,39.9607964000,63491
116.4290390000,39.9070358000,69364
116.3534012000,39.9158859000,63406
116.3086700000,39.8851852000,77413
116.4413834000,39.8574715000,26496
116.2695770000,39.8969536000,63451
116.4245529000,39.8620033000,20714
116.4478683000,39.8601227000,20934
116.4963303000,39.8594627000,68346
116.2676697000,40.0302734000,23454
116.3101807000,40.0354843000,21744
116.2601852000,40.0298767000,21854
116.3729324000,39.8429337000,21841
116.4757538000,39.9764519000,63274
116.3124161000,40.0140190000,68864
116.2772675000,39.8992653000,69234
116.3408813000,39.8603439000,77430
116.4340363000,39.8979950000,69704
116.4884033000,40.0033340000,22114
116.4550476000,39.9183998000,21645
116.3032684000,39.8833427000,63114
116.3482132000,39.9388313000,21814
116.3240662000,40.0346298000,35042
116.3552856000,39.9547272000,66864
116.4989319000,40.0022736000,63144
116.4492798000,39.9286652000,102924
116.2758865000,40.0005608000,104066
116.4157181000,39.8568993000,83453
116.4008789000,40.0041389000,83427
116.2957077000,39.9438629000,102714
116.3268661000,39.9847031000,93454
116.3048477000,39.9770432000,83450
116.3595200000,39.9787407000,93494
116.3310165000,40.0299149000,102214
116.3484192000,39.9564552000,93491
116.4552536000,39.9074554000,102524
116.4453506000,39.9581413000,102904
116.3506165000,39.9027557000,93437
116.3560410000,40.0296097000,93415
116.4014740000,39.9642296000,93421
116.3272629000,39.9862976000,101554
116.4551315000,39.9513168000,83493
116.3726273000,39.9673615000,83429
116.3725510000,39.8321495000,102394
116.3683853000,39.8967438000,93074
116.3102417000,39.8856049000,83490
116.3496399000,39.9265976000,96774
116.3937683000,39.8639145000,104137
116.4707031000,39.9808350000,93418
116.4494553000,39.9561653000,93485
116.3927307000,39.9219933000,111418
116.3643036000,39.9998398000,101574
116.3423691000,39.8596115000,93477
116.3844528000,39.8989067000,100814
116.3040237000,39.9251518000,93448
116.3385849000,39.8213501000,101714
116.4674683000,39.9439659000,101224
116.4008636000,40.0042534000,101974
116.3643646000,40.0325203000,102264
116.4112320000,39.9216728000,100364
116.4880142000,39.9752350000,111430
116.4547348000,39.8676682000,95547
116.2501297000,39.9458351000,96794
116.3040466000,39.9105415000,93034
116.4391861000,39.8524437000,93014
116.3743134000,39.9706879000,93445
116.3551865000,39.8524666000,104029
116.3683853000,39.8794518000,93496
116.3760147000,39.9475174000,104076
116.3817368000,39.8587799000,96674
116.3360596000,39.8761330000,100334
116.4834595000,39.9829521000,93451
116.3394318000,39.8345566000,83424
116.4737701000,39.9712601000,83428
116.4683533000,39.8571968000,100784
116.4514694000,39.9514122000,104013
116.2930832000,39.9890404000,100154
116.4930496000,40.0089226000,83466
116.3051453000,39.7546844000,83458
116.4509964000,39.8920898000,93407
116.4547501000,39.8716850000,104110
116.4030838000,40.0210342000,95974
116.3236465000,39.7898903000,104108
116.3504868000,39.9112816000,104083
116.3665009000,39.9312286000,111449
116.3645859000,39.9058113000,104093
116.3389511000,39.8736572000,100664
116.4994583000,39.7973900000,93004
116.4592819000,39.9164429000,66614
116.4346619000,39.9646111000,20064
116.3020172000,39.9783630000,21847
116.2946396000,39.9226303000,63254
116.2944794000,39.8797035000,63429
116.3028259000,39.9525795000,63462
116.4523621000,39.8830833000,35854
116.4744644000,39.9067192000,35468
116.4028244000,39.9475212000,22534
116.3132019000,40.0337067000,21724
116.4111786000,39.9792328000,63466
116.3661041000,39.9435768000,22024
116.3492813000,39.9751511000,50134
116.4717865000,39.9108391000,20334
116.3497696000,39.9287643000,63460
116.3719635000,39.8627777000,68845
116.3504257000,39.9050865000,66684
116.2682190000,39.9425926000,21244
116.3897324000,39.8458595000,66774
116.3413010000,39.8668137000,22194
116.4947815000,39.7580338000,63149
116.4582367000,39.9294930000,68674
116.3959198000,39.9568138000,63471
116.4518967000,39.9956741000,66974
116.3136139000,39.9652672000,25849
116.4274521000,39.9033852000,21747
116.3723984000,39.9960213000,69143
116.3639679000,39.9683418000,63147
116.4200516000,39.9208565000,20574
116.3711166000,39.9213638000,23404
116.4381638000,39.9003677000,21954
116.4377823000,39.8931770000,22364
116.2782135000,39.8764648000,22584
116.3103485000,39.9746208000,22094
116.4609985000,39.8748932000,63141
116.2800827000,39.8958015000,20804
116.3204651000,39.8829422000,38624
116.4421997000,39.9656029000,68145
116.3394470000,39.8858414000,35496
116.4549484000,39.9626465000,22044
116.4489975000,39.9560776000,22674
116.4230194000,39.8026886000,20744
