116.3213806000,39.9336739000,186486
116.2870178000,39.9926872000,35490
116.3299866000,39.9169884000,254529
116.4550858000,39.9089355000,489433
116.4130020000,39.9934616000,1147
116.3503799000,39.9169998000,403522
116.3423309000,39.9750824000,214464
116.3766022000,39.9340172000,126493
116.3276825000,39.9746933000,184794
116.3943634000,40.0020332000,209564
116.4326019000,39.9923553000,254028
116.3287506000,39.9223938000,495326
116.2617798000,39.9456635000,187196
116.3220978000,39.7941360000,426430
116.3094025000,39.8581734000,489679
116.3585892000,39.9315033000,155439
116.3716049000,39.9736862000,453449
116.2715836000,39.9608421000,214410
116.4491653000,39.9793549000,426298
116.4130478000,39.8917847000,187845
116.4839554000,39.9487953000,155784
116.3283386000,39.9138908000,487154
116.2957001000,39.9315071000,492085
116.4300461000,39.9776115000,183440
116.4228973000,39.8131752000,470327
116.3851852000,39.9132652000,194601
116.4431305000,39.8925018000,426472
116.3469315000,39.8885002000,153639
116.4410553000,39.9712105000,214178
116.3733521000,39.8683167000,214469
116.2910843000,39.8892250000,199744
116.3038864000,39.8901138000,487241
116.3203506000,39.8839378000,153463
116.2986832000,39.9882469000,453393
116.4001465000,39.8943481000,272722
116.2643509000,40.0337830000,277592
116.2770004000,39.8555717000,254131
116.3415070000,39.7888489000,164756
116.3008957000,39.8801994000,164828
116.4933929000,39.9218521000,194604
116.3420639000,40.0242348000,254192
116.4591217000,39.8993568000,300504
116.3038483000,39.9335136000,22594
116.4725418000,39.9793777000,453289
116.4120483000,39.9030724000,214167
116.2689514000,39.9577141000,489542
116.2928162000,39.9451218000,155347
116.4855194000,39.9437332000,77435
116.4239655000,39.8690414000,188634
116.3548279000,39.9806404000,156486
116.3282166000,39.8668556000,426272
116.2971420000,39.9583054000,154782
116.4027863000,39.9395676000,180047
116.4386292000,39.8903885000,183476
116.2788696000,40.0173187000,129329
116.4008026000,40.0011864000,486449
116.4651337000,39.8805275000,254379
116.3781204000,39.8693237000,489301
116.4794006000,39.7915382000,156044
116.2673798000,39.9221344000,104015
116.2680511000,39.9384232000,489372
116.4712296000,39.8620758000,126454
116.3898697000,39.9352913000,470474
116.3105011000,39.8856316000,214001
116.4450302000,39.8790321000,489624
116.4038467000,39.9675598000,68974
116.2692871000,39.9617538000,233401
116.4512863000,39.9942017000,487220
116.3519440000,39.8796196000,194745
116.4468536000,39.9808350000,486517
116.3115463000,40.0286064000,171945
116.4282990000,39.9881935000,174955
116.4472198000,39.9556961000,495288
116.3743439000,39.9673882000,93453
116.3076630000,39.9822884000,126471
116.3184280000,39.8831825000,183491
